Commodity,State,District,Market,Arrival_Date,Modal Price
Potato,Uttar Pradesh,Agra,Achnera,31-07-2023,990
Potato,Uttar Pradesh,Agra,Agra,31-07-2023,980
Potato,Uttar Pradesh,Agra,Fatehabad,31-07-2023,850
Potato,Uttar Pradesh,Agra,Achnera,01-08-2023,970
Potato,Uttar Pradesh,Agra,Fatehpur Sikri,01-08-2023,990
Potato,Maharashtra,Ahmednagar,Shrirampur,28-07-2023,1050
Potato,Maharashtra,Ahmednagar,Rahata,29-07-2023,1500
Potato,Maharashtra,Ahmednagar,Rahuri,29-07-2023,1700
Potato,Maharashtra,Ahmednagar,Rahata,30-07-2023,1600
Potato,Maharashtra,Ahmednagar,Shrirampur,31-07-2023,1000
Potato,Maharashtra,Ahmednagar,Ahmednagar,01-08-2023,1425
Potato,Maharashtra,Ahmednagar,Rahata,01-08-2023,1500
Potato,Rajasthan,Ajmer,Bijay Nagar,28-07-2023,1100
Potato,Maharashtra,Akola,Akola,01-08-2023,1500
Potato,Kerala,Alappuzha,Chengannur,28-07-2023,3500
Potato,Kerala,Alappuzha,Chengannur,29-07-2023,3300
Potato,Kerala,Alappuzha,Kayamkulam,29-07-2023,2300
Potato,Kerala,Alappuzha,Chengannur,31-07-2023,3000
Potato,Kerala,Alappuzha,Kayamkulam,31-07-2023,2200
Potato,Kerala,Alappuzha,Chengannur,01-08-2023,3000
Potato,Kerala,Alappuzha,Kayamkulam,01-08-2023,2200
Potato,Uttar Pradesh,Aligarh,Aligarh,28-07-2023,1130
Potato,Uttar Pradesh,Aligarh,Atrauli,28-07-2023,1000
Potato,Uttar Pradesh,Aligarh,Charra,28-07-2023,1100
Potato,Uttar Pradesh,Aligarh,Aligarh,29-07-2023,1100
Potato,Uttar Pradesh,Aligarh,Atrauli,29-07-2023,1000
Potato,Uttar Pradesh,Aligarh,Charra,29-07-2023,1110
Potato,Uttar Pradesh,Aligarh,Aligarh,31-07-2023,1120
Potato,Uttar Pradesh,Aligarh,Atrauli,31-07-2023,1000
Potato,Uttar Pradesh,Aligarh,Charra,31-07-2023,1100
Potato,Uttar Pradesh,Aligarh,Atrauli,01-08-2023,1000
Potato,Uttar Pradesh,Allahabad,Ajuha,28-07-2023,1070
Potato,Uttar Pradesh,Allahabad,Allahabad,28-07-2023,1100
Potato,Uttar Pradesh,Allahabad,Jasra,28-07-2023,1060
Potato,Uttar Pradesh,Allahabad,Jasra,29-07-2023,1050
Potato,Uttar Pradesh,Allahabad,Ajuha,31-07-2023,1050
Potato,Uttar Pradesh,Allahabad,Allahabad,31-07-2023,1115
Potato,Uttar Pradesh,Allahabad,Ajuha,01-08-2023,1075
Potato,Uttar Pradesh,Allahabad,Allahabad,01-08-2023,1115
Potato,Maharashtra,Amarawati,Amrawati(Frui & Veg. Market),01-08-2023,1350
Potato,Haryana,Ambala,Ambala Cantt.,28-07-2023,1200
Potato,Haryana,Ambala,Barara,28-07-2023,700
Potato,Haryana,Ambala,Naraingarh,28-07-2023,950
Potato,Haryana,Ambala,Ambala Cantt.,29-07-2023,1100
Potato,Haryana,Ambala,Barara,29-07-2023,800
Potato,Haryana,Ambala,Naraingarh,29-07-2023,750
Potato,Haryana,Ambala,Shahzadpur,29-07-2023,700
Potato,Haryana,Ambala,Ambala City(Subji Mandi),01-08-2023,865
Potato,Haryana,Ambala,Barara,01-08-2023,800
Potato,Haryana,Ambala,Shahzadpur,01-08-2023,700
Potato,Uttar Pradesh,Ambedkarnagar,Akbarpur,28-07-2023,1190
Potato,Uttar Pradesh,Ambedkarnagar,Akbarpur,29-07-2023,1180
Potato,Uttar Pradesh,Ambedkarnagar,Akbarpur,30-07-2023,1200
Potato,Uttar Pradesh,Ambedkarnagar,Akbarpur,31-07-2023,1190
Potato,Uttar Pradesh,Ambedkarnagar,Akbarpur,01-08-2023,1180
Potato,Gujarat,Amreli,Dhari,01-08-2023,1200
Potato,Punjab,Amritsar,Rayya,27-07-2023,1800
Potato,Punjab,Amritsar,Rayya,28-07-2023,1700
Potato,Punjab,Amritsar,Rayya,29-07-2023,1700
Potato,Punjab,Amritsar,Rayya,31-07-2023,1600
Potato,Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),01-08-2023,700
Potato,Punjab,Amritsar,Rayya,01-08-2023,1500
Potato,Punjab,Amritsar,Rayya,02-08-2023,1600
Potato,Gujarat,Anand,"Anand(Veg,Yard,Anand)",29-07-2023,1350
Potato,Gujarat,Anand,"Anand(Veg,Yard,Anand)",31-07-2023,1350
Potato,Gujarat,Anand,"Anand(Veg,Yard,Anand)",01-08-2023,1350
Potato,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),31-07-2023,2000
Potato,Odisha,Angul,Angul(Atthamallick),29-07-2023,2000
Potato,Odisha,Angul,Angul(Atthamallick),01-08-2023,2000
Potato,Uttar Pradesh,Auraiya,Auraiya,28-07-2023,1060
Potato,Uttar Pradesh,Auraiya,Dibiapur,28-07-2023,900
Potato,Uttar Pradesh,Auraiya,Achalda,29-07-2023,1040
Potato,Uttar Pradesh,Auraiya,Achalda,31-07-2023,1040
Potato,Uttar Pradesh,Auraiya,Achalda,01-08-2023,1050
Potato,Uttar Pradesh,Auraiya,Auraiya,01-08-2023,1050
Potato,Maharashtra,Aurangabad,Aurangabad,01-08-2023,1250
Potato,Uttar Pradesh,Azamgarh,Azamgarh,29-07-2023,1220
Potato,Uttar Pradesh,Azamgarh,Azamgarh,01-08-2023,1200
Potato,Uttar Pradesh,Badaun,Badayoun,28-07-2023,1255
Potato,Uttar Pradesh,Badaun,Shahaswan,28-07-2023,1000
Potato,Uttar Pradesh,Badaun,Bilsi,29-07-2023,1240
Potato,Uttar Pradesh,Badaun,Ujhani,29-07-2023,1240
Potato,Uttar Pradesh,Badaun,Badayoun,31-07-2023,1250
Potato,Uttar Pradesh,Badaun,Ujhani,01-08-2023,1260
Potato,Uttar Pradesh,Badaun,Wazirganj,01-08-2023,1250
Potato,Uttar Pradesh,Baghpat,Baraut,27-07-2023,1350
Potato,Uttar Pradesh,Baghpat,Baraut,28-07-2023,950
Potato,Uttar Pradesh,Baghpat,Bagpat,29-07-2023,1300
Potato,Uttar Pradesh,Baghpat,Khekda,29-07-2023,1400
Potato,Uttar Pradesh,Baghpat,Baraut,31-07-2023,1150
Potato,Uttar Pradesh,Baghpat,Bagpat,01-08-2023,1400
Potato,Uttar Pradesh,Baghpat,Baraut,01-08-2023,1150
Potato,Uttar Pradesh,Baghpat,Khekda,01-08-2023,1300
Potato,Uttar Pradesh,Bahraich,Mihipurwa,28-07-2023,1210
Potato,Uttar Pradesh,Bahraich,Naanpara,29-07-2023,1220
Potato,Uttar Pradesh,Bahraich,Bahraich,31-07-2023,1220
Potato,Uttar Pradesh,Bahraich,Mihipurwa,31-07-2023,1200
Potato,Uttar Pradesh,Bahraich,Naanpara,31-07-2023,1220
Potato,Uttar Pradesh,Bahraich,Risia,31-07-2023,1200
Potato,Uttar Pradesh,Bahraich,Bahraich,01-08-2023,1225
Potato,Uttar Pradesh,Bahraich,Mihipurwa,01-08-2023,1210
Potato,Uttar Pradesh,Bahraich,Naanpara,01-08-2023,1230
Potato,Odisha,Balasore,Jaleswar,28-07-2023,1500
Potato,Odisha,Balasore,Nilagiri,28-07-2023,1450
Potato,Odisha,Balasore,Jaleswar,29-07-2023,1700
Potato,Odisha,Balasore,Jaleswar,30-07-2023,1700
Potato,Odisha,Balasore,Jaleswar,31-07-2023,1800
Potato,Odisha,Balasore,Nilagiri,31-07-2023,1450
Potato,Odisha,Balasore,Jaleswar,01-08-2023,1300
Potato,Odisha,Balasore,Nilagiri,01-08-2023,1550
Potato,Odisha,Balasore,Jaleswar,02-08-2023,1600
Potato,Uttar Pradesh,Ballia,Ballia,28-07-2023,1215
Potato,Uttar Pradesh,Ballia,Rasda,28-07-2023,1190
Potato,Uttar Pradesh,Ballia,Vilthararoad,28-07-2023,1250
Potato,Uttar Pradesh,Ballia,Ballia,01-08-2023,1200
Potato,Uttar Pradesh,Ballia,Rasda,01-08-2023,1200
Potato,Uttar Pradesh,Balrampur,Tulsipur,28-07-2023,1200
Potato,Uttar Pradesh,Balrampur,Utraula,28-07-2023,1040
Potato,Uttar Pradesh,Balrampur,Balrampur,29-07-2023,1220
Potato,Uttar Pradesh,Balrampur,Tulsipur,30-07-2023,1200
Potato,Uttar Pradesh,Balrampur,Balrampur,31-07-2023,1215
Potato,Uttar Pradesh,Balrampur,Balrampur,01-08-2023,1215
Potato,Uttar Pradesh,Balrampur,Tulsipur,01-08-2023,1220
Potato,Gujarat,Banaskanth,Deesa(Deesa Veg Yard),28-07-2023,900
Potato,Gujarat,Banaskanth,Deesa(Deesa Veg Yard),29-07-2023,925
Potato,Gujarat,Banaskanth,Deesa(Deesa Veg Yard),31-07-2023,950
Potato,Uttar Pradesh,Banda,Atarra,28-07-2023,1260
Potato,Uttar Pradesh,Banda,Baberu,28-07-2023,1265
Potato,Uttar Pradesh,Banda,Atarra,29-07-2023,1270
Potato,Uttar Pradesh,Banda,Atarra,30-07-2023,1265
Potato,Uttar Pradesh,Banda,Banda,31-07-2023,1275
Potato,Uttar Pradesh,Banda,Atarra,01-08-2023,1270
Potato,Karnataka,Bangalore,Doddaballa Pur,01-08-2023,2000
Potato,West Bengal,Bankura,Bishnupur(Bankura),28-07-2023,1380
Potato,West Bengal,Bankura,Khatra,28-07-2023,1380
Potato,West Bengal,Bankura,Bishnupur(Bankura),29-07-2023,1380
Potato,West Bengal,Bankura,Khatra,29-07-2023,1380
Potato,West Bengal,Bankura,Bishnupur(Bankura),30-07-2023,1380
Potato,West Bengal,Bankura,Khatra,30-07-2023,1380
Potato,West Bengal,Bankura,Bankura Sadar,01-08-2023,1400
Potato,West Bengal,Bankura,Bishnupur(Bankura),01-08-2023,1380
Potato,West Bengal,Bankura,Indus(Bankura Sadar),01-08-2023,1380
Potato,West Bengal,Bankura,Khatra,01-08-2023,1380
Potato,Uttar Pradesh,Barabanki,Rudauli,28-07-2023,1210
Potato,Uttar Pradesh,Barabanki,Safdarganj,28-07-2023,1220
Potato,Uttar Pradesh,Barabanki,Barabanki,29-07-2023,1200
Potato,Uttar Pradesh,Barabanki,Rudauli,29-07-2023,1230
Potato,Uttar Pradesh,Barabanki,Safdarganj,29-07-2023,1220
Potato,Uttar Pradesh,Barabanki,Barabanki,31-07-2023,1200
Potato,Uttar Pradesh,Barabanki,Safdarganj,31-07-2023,1220
Potato,Uttar Pradesh,Barabanki,Rudauli,01-08-2023,1210
Potato,Uttar Pradesh,Barabanki,Safdarganj,01-08-2023,1200
Potato,Uttar Pradesh,Bareilly,Anwala,28-07-2023,1100
Potato,Uttar Pradesh,Bareilly,Bareilly,28-07-2023,1255
Potato,Uttar Pradesh,Bareilly,Anwala,29-07-2023,1100
Potato,Uttar Pradesh,Bareilly,Bareilly,29-07-2023,1252
Potato,Uttar Pradesh,Bareilly,Anwala,31-07-2023,1100
Potato,Uttar Pradesh,Bareilly,Bahedi,31-07-2023,1020
Potato,Uttar Pradesh,Bareilly,Bareilly,31-07-2023,1250
Potato,Uttar Pradesh,Bareilly,Anwala,01-08-2023,900
Potato,Uttar Pradesh,Bareilly,Bareilly,01-08-2023,1260
Potato,Odisha,Bargarh,Bargarh,28-07-2023,2500
Potato,Odisha,Bargarh,Bargarh(Barapalli),28-07-2023,2300
Potato,Odisha,Bargarh,Bargarh,29-07-2023,2300
Potato,Odisha,Bargarh,Bargarh(Barapalli),29-07-2023,2400
Potato,Odisha,Bargarh,Attabira,31-07-2023,1800
Potato,Odisha,Bargarh,Bargarh,31-07-2023,1700
Potato,Odisha,Bargarh,Bargarh(Barapalli),31-07-2023,2000
Potato,Odisha,Bargarh,Bargarh,01-08-2023,1600
Potato,Odisha,Bargarh,Bargarh(Barapalli),01-08-2023,1800
Potato,Rajasthan,Barmer,Balotra,28-07-2023,1040
Potato,Punjab,Barnala,Barnala,31-07-2023,850
Potato,Uttar Pradesh,Basti,Basti,28-07-2023,1220
Potato,Uttar Pradesh,Basti,Basti,01-08-2023,1200
Potato,Karnataka,Belgaum,Belgaum,01-08-2023,1800
Potato,Karnataka,Bellary,Hospet,01-08-2023,1600
Potato,Odisha,Bhadrak,Bhadrak,28-07-2023,1700
Potato,Odisha,Bhadrak,Chandabali,29-07-2023,1850
Potato,Odisha,Bhadrak,Bhadrak,31-07-2023,1600
Potato,Odisha,Bhadrak,Sahidngar,31-07-2023,1700
Potato,Odisha,Bhadrak,Chandabali,01-08-2023,1900
Potato,Gujarat,Bharuch,Ankleshwar,28-07-2023,1400
Potato,Gujarat,Bharuch,Ankleshwar,01-08-2023,1500
Potato,Punjab,Bhatinda,Bathinda,28-07-2023,889
Potato,Punjab,Bhatinda,Bhagta Bhai Ka,28-07-2023,1000
Potato,Punjab,Bhatinda,Bhucho,28-07-2023,1100
Potato,Punjab,Bhatinda,Rampuraphul(Nabha Mandi),28-07-2023,700
Potato,Punjab,Bhatinda,Bathinda,29-07-2023,750
Potato,Punjab,Bhatinda,Raman,29-07-2023,910
Potato,Punjab,Bhatinda,Talwandi Sabo,29-07-2023,1000
Potato,Punjab,Bhatinda,Bathinda,31-07-2023,750
Potato,Punjab,Bhatinda,Bhagta Bhai Ka,31-07-2023,1100
Potato,Punjab,Bhatinda,Talwandi Sabo,31-07-2023,1000
Potato,Punjab,Bhatinda,Bhagta Bhai Ka,01-08-2023,1000
Potato,Punjab,Bhatinda,Rampuraphul(Nabha Mandi),01-08-2023,700
Potato,Punjab,Bhatinda,Bathinda,02-08-2023,800
Potato,Haryana,Bhiwani,Bhiwani,29-07-2023,1000
Potato,Uttar Pradesh,Bijnor,Chaandpur,28-07-2023,1250
Potato,Uttar Pradesh,Bijnor,Nagina,28-07-2023,1200
Potato,Uttar Pradesh,Bijnor,Chaandpur,01-08-2023,1250
Potato,Rajasthan,Bikaner,Bikaner(F&V),28-07-2023,900
Potato,Rajasthan,Bikaner,Bikaner(F&V),01-08-2023,900
Potato,Chattisgarh,Bilaspur,Tiphra,28-07-2023,1500
Potato,Himachal Pradesh,Bilaspur,Bilaspur,31-07-2023,1800
Potato,Himachal Pradesh,Bilaspur,Bilaspur,01-08-2023,1500
Potato,West Bengal,Birbhum,Birbhum,01-08-2023,1750
Potato,West Bengal,Birbhum,Bolpur,01-08-2023,1950
Potato,West Bengal,Birbhum,Rampurhat,01-08-2023,1400
Potato,West Bengal,Birbhum,Rampurhat,01-08-2023,1320
Potato,West Bengal,Birbhum,Sainthia,01-08-2023,1450
Potato,West Bengal,Birbhum,Sainthia,01-08-2023,1350
Potato,Odisha,Bolangir,Bolangir,01-08-2023,2400
Potato,Odisha,Bolangir,Tusura,01-08-2023,2400
Potato,Odisha,Boudh,Boudh,28-07-2023,2000
Potato,Odisha,Boudh,Khunthabandha,28-07-2023,2000
Potato,Odisha,Boudh,Boudh,31-07-2023,2000
Potato,Odisha,Boudh,Khunthabandha,31-07-2023,2000
Potato,Odisha,Boudh,Boudh,01-08-2023,2000
Potato,Odisha,Boudh,Khunthabandha,01-08-2023,2000
Potato,Uttar Pradesh,Bulandshahar,Gulavati,27-07-2023,750
Potato,Uttar Pradesh,Bulandshahar,Anoop Shahar,28-07-2023,900
Potato,Uttar Pradesh,Bulandshahar,Divai,28-07-2023,600
Potato,Uttar Pradesh,Bulandshahar,Gulavati,28-07-2023,700
Potato,Uttar Pradesh,Bulandshahar,Khurja,28-07-2023,1350
Potato,Uttar Pradesh,Bulandshahar,Sikanderabad,28-07-2023,1100
Potato,Uttar Pradesh,Bulandshahar,Siyana,28-07-2023,1182
Potato,Uttar Pradesh,Bulandshahar,Buland Shahr,29-07-2023,1360
Potato,Uttar Pradesh,Bulandshahar,Jahangirabad,29-07-2023,1347
Potato,Uttar Pradesh,Bulandshahar,Divai,30-07-2023,600
Potato,Uttar Pradesh,Bulandshahar,Gulavati,30-07-2023,700
Potato,Uttar Pradesh,Bulandshahar,Divai,31-07-2023,600
Potato,Uttar Pradesh,Bulandshahar,Gulavati,31-07-2023,750
Potato,Uttar Pradesh,Bulandshahar,Sikanderabad,31-07-2023,1150
Potato,Uttar Pradesh,Bulandshahar,Sikarpur,31-07-2023,1000
Potato,Uttar Pradesh,Bulandshahar,Siyana,31-07-2023,1260
Potato,Uttar Pradesh,Bulandshahar,Buland Shahr,01-08-2023,1325
Potato,Uttar Pradesh,Bulandshahar,Divai,01-08-2023,600
Potato,Uttar Pradesh,Bulandshahar,Gulavati,01-08-2023,700
Potato,Uttar Pradesh,Bulandshahar,Jahangirabad,01-08-2023,1340
Potato,Uttar Pradesh,Bulandshahar,Gulavati,02-08-2023,750
Potato,West Bengal,Burdwan,Asansol,28-07-2023,1500
Potato,West Bengal,Burdwan,Durgapur,28-07-2023,1550
Potato,West Bengal,Burdwan,Durgapur,28-07-2023,1400
Potato,West Bengal,Burdwan,Guskara(Burdwan),29-07-2023,1600
Potato,West Bengal,Burdwan,Katwa,29-07-2023,1660
Potato,West Bengal,Burdwan,Asansol,31-07-2023,1620
Potato,West Bengal,Burdwan,Durgapur,31-07-2023,1600
Potato,West Bengal,Burdwan,Durgapur,31-07-2023,1460
Potato,West Bengal,Burdwan,Asansol,01-08-2023,1500
Potato,West Bengal,Burdwan,Durgapur,01-08-2023,1680
Potato,West Bengal,Burdwan,Durgapur,01-08-2023,1500
Potato,West Bengal,Burdwan,Guskara(Burdwan),01-08-2023,1580
Potato,West Bengal,Burdwan,Kalna,01-08-2023,1600
Potato,West Bengal,Burdwan,Katwa,01-08-2023,1640
Potato,Himachal Pradesh,Chamba,Chamba,28-07-2023,2100
Potato,Uttar Pradesh,Chandauli,Chandoli,28-07-2023,1160
Potato,Uttar Pradesh,Chandauli,Chandoli,01-08-2023,1150
Potato,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),28-07-2023,1200
Potato,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),29-07-2023,1200
Potato,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),30-07-2023,1200
Potato,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),01-08-2023,1200
Potato,Maharashtra,Chandrapur,Chandrapur(Ganjwad),01-08-2023,1300
Potato,Karnataka,Chikmagalur,Chikkamagalore,28-07-2023,1984
Potato,Karnataka,Chikmagalur,Chikkamagalore,31-07-2023,1993
Potato,Uttar Pradesh,Chitrakut,Karvi,31-07-2023,1250
Potato,Rajasthan,Churu,Churu,28-07-2023,1150
Potato,West Bengal,Coochbehar,Dinhata,28-07-2023,1220
Potato,West Bengal,Coochbehar,Toofanganj,28-07-2023,1230
Potato,West Bengal,Coochbehar,Toofanganj,31-07-2023,1210
Potato,West Bengal,Coochbehar,Dinhata,01-08-2023,1200
Potato,West Bengal,Coochbehar,Toofanganj,01-08-2023,1200
Potato,Gujarat,Dahod,Dahod(Veg. Market),28-07-2023,1250
Potato,Gujarat,Dahod,Dahod(Veg. Market),31-07-2023,1250
Potato,West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),28-07-2023,1350
Potato,West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),31-07-2023,1250
Potato,West Bengal,Dakshin Dinajpur,Balurghat,01-08-2023,1250
Potato,West Bengal,Darjeeling,Karsiyang(Matigara),28-07-2023,2200
Potato,West Bengal,Darjeeling,Karsiyang(Matigara),28-07-2023,2200
Potato,West Bengal,Darjeeling,Siliguri,28-07-2023,1280
Potato,West Bengal,Darjeeling,Karsiyang(Matigara),29-07-2023,2200
Potato,West Bengal,Darjeeling,Karsiyang(Matigara),29-07-2023,2200
Potato,West Bengal,Darjeeling,Siliguri,29-07-2023,1280
Potato,West Bengal,Darjeeling,Kalimpong,31-07-2023,2700
Potato,West Bengal,Darjeeling,Kalimpong,01-08-2023,2700
Potato,Karnataka,Davangere,Davangere,01-08-2023,1600
Potato,Uttrakhand,Dehradoon,Vikasnagar,27-07-2023,1300
Potato,Uttrakhand,Dehradoon,Vikasnagar,28-07-2023,1400
Potato,Uttrakhand,Dehradoon,Rishikesh,29-07-2023,1800
Potato,Uttrakhand,Dehradoon,Rishikesh,31-07-2023,1800
Potato,Uttrakhand,Dehradoon,Vikasnagar,31-07-2023,1200
Potato,Uttrakhand,Dehradoon,Dehradoon,01-08-2023,1200
Potato,Uttrakhand,Dehradoon,Rishikesh,01-08-2023,1800
Potato,Uttrakhand,Dehradoon,Vikasnagar,01-08-2023,1000
Potato,Uttrakhand,Dehradoon,Vikasnagar,02-08-2023,1500
Potato,NCT of Delhi,Delhi,Keshopur,30-07-2023,1500
Potato,Uttar Pradesh,Deoria,Devariya,01-08-2023,1210
Potato,Madhya Pradesh,Dewas,Dewas(F&V),28-07-2023,700
Potato,Madhya Pradesh,Dewas,Dewas(F&V),31-07-2023,700
Potato,Madhya Pradesh,Dewas,Dewas(F&V),01-08-2023,800
Potato,Madhya Pradesh,Dewas,Haatpipliya,01-08-2023,1400
Potato,Tripura,Dhalai,Masli,29-07-2023,1800
Potato,Tripura,Dhalai,Chowmanu,01-08-2023,2750
Potato,Tripura,Dhalai,Gandacharra,01-08-2023,3500
Potato,Tripura,Dhalai,Kulai,01-08-2023,2300
Potato,Tripura,Dhalai,Masli,01-08-2023,1800
Potato,Madhya Pradesh,Dhar,Dhar(F&V),31-07-2023,1400
Potato,Karnataka,Dharwad,Hubli (Amaragol),01-08-2023,1600
Potato,Odisha,Dhenkanal,Hindol,27-07-2023,1900
Potato,Odisha,Dhenkanal,Hindol,28-07-2023,1900
Potato,Odisha,Dhenkanal,Kamakhyanagar,28-07-2023,2000
Potato,Odisha,Dhenkanal,Hindol,29-07-2023,1900
Potato,Odisha,Dhenkanal,Hindol,30-07-2023,1900
Potato,Odisha,Dhenkanal,Hindol,31-07-2023,1800
Potato,Odisha,Dhenkanal,Hindol,01-08-2023,1900
Potato,Chattisgarh,Durg,Durg,01-08-2023,1850
Potato,Meghalaya,East Khasi Hills,Shillong,28-07-2023,1600
Potato,Meghalaya,East Khasi Hills,Shillong,31-07-2023,1600
Potato,Meghalaya,East Khasi Hills,Shillong,01-08-2023,1500
Potato,Meghalaya,East Khasi Hills,Sohra,01-08-2023,43000
Potato,Kerala,Ernakulam,Aluva,29-07-2023,3000
Potato,Kerala,Ernakulam,Angamaly,29-07-2023,3500
Potato,Kerala,Ernakulam,Kothamangalam,29-07-2023,3200
Potato,Kerala,Ernakulam,Perumbavoor,29-07-2023,2500
Potato,Kerala,Ernakulam,Piravam,29-07-2023,3500
Potato,Kerala,Ernakulam,Thrippunithura,29-07-2023,3200
Potato,Kerala,Ernakulam,Angamaly,31-07-2023,3300
Potato,Kerala,Ernakulam,Moovattupuzha,31-07-2023,2400
Potato,Kerala,Ernakulam,Perumbavoor,31-07-2023,2800
Potato,Kerala,Ernakulam,Piravam,31-07-2023,3500
Potato,Kerala,Ernakulam,Thrippunithura,31-07-2023,4000
Potato,Kerala,Ernakulam,Angamaly,01-08-2023,3700
Potato,Kerala,Ernakulam,Perumbavoor,01-08-2023,2800
Potato,Kerala,Ernakulam,Thrippunithura,01-08-2023,4000
Potato,Uttar Pradesh,Etah,Awagarh,28-07-2023,900
Potato,Uttar Pradesh,Etah,Etah,28-07-2023,1025
Potato,Uttar Pradesh,Etah,Kasganj,28-07-2023,1040
Potato,Uttar Pradesh,Etah,Kasganj,30-07-2023,1060
Potato,Uttar Pradesh,Etah,Kasganj,01-08-2023,1050
Potato,Uttar Pradesh,Etawah,Bharthna,28-07-2023,1010
Potato,Uttar Pradesh,Etawah,Jasvantnagar,31-07-2023,1000
Potato,Uttar Pradesh,Etawah,Bharthna,01-08-2023,1020
Potato,Uttar Pradesh,Etawah,Etawah,01-08-2023,1030
Potato,Uttar Pradesh,Etawah,Jasvantnagar,01-08-2023,1000
Potato,Uttar Pradesh,Faizabad,Faizabad,28-07-2023,1185
Potato,Uttar Pradesh,Faizabad,Faizabad,31-07-2023,1590
Potato,Uttar Pradesh,Faizabad,Faizabad,01-08-2023,1195
Potato,Haryana,Faridabad,Ballabhgarh,29-07-2023,1200
Potato,Punjab,Faridkot,Faridkot,01-08-2023,700
Potato,Uttar Pradesh,Farukhabad,Farukhabad,28-07-2023,950
Potato,Uttar Pradesh,Farukhabad,Kamlaganj,28-07-2023,810
Potato,Uttar Pradesh,Farukhabad,Kayamganj,28-07-2023,1020
Potato,Uttar Pradesh,Farukhabad,Mohamadabad,28-07-2023,950
Potato,Uttar Pradesh,Farukhabad,Farukhabad,31-07-2023,920
Potato,Uttar Pradesh,Farukhabad,Kamlaganj,31-07-2023,810
Potato,Uttar Pradesh,Farukhabad,Kayamganj,31-07-2023,1020
Potato,Uttar Pradesh,Farukhabad,Mohamadabad,31-07-2023,910
Potato,Uttar Pradesh,Farukhabad,Farukhabad,01-08-2023,900
Potato,Uttar Pradesh,Farukhabad,Kamlaganj,01-08-2023,810
Potato,Uttar Pradesh,Farukhabad,Kayamganj,01-08-2023,1000
Potato,Haryana,Fatehabad,Jakhal,28-07-2023,1200
Potato,Haryana,Fatehabad,Dharsul,29-07-2023,1000
Potato,Haryana,Fatehabad,Fatehabad,29-07-2023,1800
Potato,Haryana,Fatehabad,Ratia,29-07-2023,1500
Potato,Haryana,Fatehabad,Jakhal,01-08-2023,1200
Potato,Haryana,Fatehabad,Tohana,01-08-2023,1000
Potato,Haryana,Fatehabad,Tohana(New Veg Market),01-08-2023,870
Potato,Punjab,Fatehgarh,Bassi Pathana,28-07-2023,1100
Potato,Punjab,Fatehgarh,Bassi Pathana,31-07-2023,1300
Potato,Punjab,Fatehgarh,Khamano,31-07-2023,1200
Potato,Punjab,Fatehgarh,Sirhind,31-07-2023,1100
Potato,Punjab,Fatehgarh,Bassi Pathana,01-08-2023,1300
Potato,Punjab,Fatehgarh,Sirhind,01-08-2023,900
Potato,Uttar Pradesh,Fatehpur,Bindki,28-07-2023,1075
Potato,Uttar Pradesh,Fatehpur,Fatehpur,28-07-2023,1080
Potato,Uttar Pradesh,Fatehpur,Fatehpur,29-07-2023,1085
Potato,Uttar Pradesh,Fatehpur,Khaga,29-07-2023,1080
Potato,Uttar Pradesh,Fatehpur,Fatehpur,30-07-2023,1075
Potato,Uttar Pradesh,Fatehpur,Fatehpur,31-07-2023,1070
Potato,Uttar Pradesh,Fatehpur,Bindki,01-08-2023,1070
Potato,Uttar Pradesh,Fatehpur,Fatehpur,01-08-2023,1075
Potato,Uttar Pradesh,Fatehpur,Khaga,01-08-2023,1080
Potato,Punjab,Fazilka,Fazilka,28-07-2023,1200
Potato,Punjab,Fazilka,Jalalabad,28-07-2023,900
Potato,Punjab,Fazilka,Jalalabad,29-07-2023,900
Potato,Punjab,Fazilka,Jalalabad,31-07-2023,750
Potato,Punjab,Fazilka,Abohar,01-08-2023,1110
Potato,Punjab,Fazilka,Jalalabad,01-08-2023,1000
Potato,Punjab,Ferozpur,Mamdot,28-07-2023,1100
Potato,Punjab,Ferozpur,Zira,01-08-2023,800
Potato,Uttar Pradesh,Firozabad,Firozabad,28-07-2023,975
Potato,Uttar Pradesh,Firozabad,Tundla,28-07-2023,1050
Potato,Uttar Pradesh,Firozabad,Shikohabad,30-07-2023,800
Potato,Uttar Pradesh,Firozabad,Firozabad,31-07-2023,965
Potato,Uttar Pradesh,Firozabad,Shikohabad,31-07-2023,800
Potato,Uttar Pradesh,Firozabad,Sirsaganj,31-07-2023,960
Potato,Uttar Pradesh,Firozabad,Tundla,31-07-2023,1020
Potato,Uttar Pradesh,Firozabad,Shikohabad,01-08-2023,800
Potato,Uttar Pradesh,Firozabad,Sirsaganj,01-08-2023,980
Potato,Odisha,Ganjam,Digapahandi,31-07-2023,1700
Potato,Uttar Pradesh,Gautam Budh Nagar,Dadri,29-07-2023,1300
